,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms
659,Multiple Occupancy,1900,Other,No Data,2 spaces,,,"$749,000","2946 N Rockwell St, Chicago, IL 60618",, No, 6, 3, 3,"Home values in Avondale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Avondale will increase 0% (↑) in the next year.This home is valued 89.7% higher (↑) than the median home in Avondale.The median Zestimate® for this neighborhood is $394,918.",https://www.zillow.com/homedetails/2946-N-Rockwell-St-Chicago-IL-60618/2077660605_zpid/,,
660,Condo,2003,Forced air,Central,1 space,$418/month,$245,"$475,000","2940 N Spaulding Ave APT 1N, Chicago, IL 60618","1,936", No, 3, 3, 3,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 17.7% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2940-N-Spaulding-Ave-APT-1N-Chicago-IL-60618/70458835_zpid/,,
661,Condo,1918,Gas,Central,1 space,$255/month,$297,"$315,000","820 W Sunnyside Ave APT 3B, Chicago, IL 60640","1,059", No, 2, 2, 2,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will increase 2% (↑) in the next year.This home is valued 3.8% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/820-W-Sunnyside-Ave-APT-3B-Chicago-IL-60640/70451050_zpid/,,
662,Condo,1911,Forced air,Central,1 space,"$2,422/month",$443,"$1,799,888","910 S Michigan Ave APT 1905, Chicago, IL 60605","4,067", No, 3, 3, 2,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will rise 3.2% (↑) in the next year.This home is valued 377.5% higher (↑) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/910-S-Michigan-Ave-APT-1905-Chicago-IL-60605/70472156_zpid/,, 1
663,Single Family,1956,Gas,Central,5 spaces,,$308,"$309,000","5832 S Newcastle Ave, Chicago, IL 60638","1,004", No, 3, 1, 1,"Home values in Garfield Ridge have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Garfield Ridge will rise 4.1% (↑) in the next year.This home is valued 28% higher (↑) than the median home in Garfield Ridge.The median Zestimate® for this neighborhood is $241,329.",https://www.zillow.com/homedetails/5832-S-Newcastle-Ave-Chicago-IL-60638/3944672_zpid/,"4,748 sqft",
664,Condo,No Data,Gas,Central,1 space,$175/month,$150,"$164,900","538 E 44th St APT G, Chicago, IL 60653","1,100", No, 2, 2, 2,"Home values in Bronzeville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bronzeville will increase 2.7% (↑) in the next year.This home is valued 37.8% lower (↓) than the median home in Bronzeville.The median Zestimate® for this neighborhood is $265,069.",https://www.zillow.com/homedetails/538-E-44th-St-APT-G-Chicago-IL-60653/113961275_zpid/,,
665,Condo,2007,Forced air,Central,1 space,$98/month,$388,"$659,000","2424 N Southport Ave APT D, Chicago, IL 60614","1,700", No, 4, 3,,"Home values in West De Paul have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West De Paul will fall 0.9% (↓) in the next year.This home is valued 15.9% lower (↓) than the median home in West De Paul.The median Zestimate® for this neighborhood is $783,255.",https://www.zillow.com/homedetails/2424-N-Southport-Ave-APT-D-Chicago-IL-60614/89962465_zpid/,,
666,Condo,1974,Electric,No Data,1 space,$454/month,$241,"$192,900","1221 N Dearborn St APT 401N, Chicago, IL 60610",800, No, 1, 1, 1,"Home values in Gold Coast have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gold Coast will fall 2% (↓) in the next year.This home is valued 63.8% lower (↓) than the median home in Gold Coast.The median Zestimate® for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1221-N-Dearborn-St-APT-401N-Chicago-IL-60610/3858133_zpid/,,
667,Multi Family,1891,Forced air,Central,6 spaces,,$146,"$389,000","1702 N Kedvale Ave, Chicago, IL 60639","2,668", No, 6, 3, 3,"Home values in Hermosa have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Hermosa will decrease 0% (↓) in the next year.This home is valued 55.7% higher (↑) than the median home in Hermosa.The median Zestimate® for this neighborhood is $249,786.",https://www.zillow.com/homedetails/1702-N-Kedvale-Ave-Chicago-IL-60639/2125883453_zpid/,,
668,Condo,2007,"Forced air, Gas",Central,2 spaces,$291/mo,$199,"$329,000","5420 N Kedzie Ave APT 3E, Chicago, IL 60625","1,650", No, 3, 2, 2,"Home values in North Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in North Park will rise 2.3% (↑) in the next year.This home is valued 4.8% lower (↓) than the median home in North Park.The median Zestimate® for this neighborhood is $345,678.",https://www.zillow.com/homedetails/5420-N-Kedzie-Ave-APT-3E-Chicago-IL-60625/80811288_zpid/,,
669,Condo,1940,"Forced air, Gas",Central,No Data,$315/mo,$178,"$159,900","4208 W Leland Ave #2, Chicago, IL 60630",900, No, 2, 1, 1,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will fall 1.1% (↓) in the next year.This home is valued 49.2% lower (↓) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4208-W-Leland-Ave-2-Chicago-IL-60630/61959299_zpid/,,
670,Condo,1974,Baseboard,No Data,1 space,$304/month,$170,"$169,900","6800 W Raven St UNIT 405, Chicago, IL 60631","1,000", No, 2, 1, 1,"Home values in Norwood Park East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Norwood Park East will fall 1.2% (↓) in the next year.This home is valued 49.2% lower (↓) than the median home in Norwood Park East.The median Zestimate® for this neighborhood is $334,700.",https://www.zillow.com/homedetails/6800-W-Raven-St-UNIT-405-Chicago-IL-60631/3627483_zpid/,,
671,Condo,2020,"Forced air, Gas",Central,1 space,$299/mo,,"$1,049,000","916 W Barry Ave #1, Chicago, IL 60657",, Yes, 4, 3, 2,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 94% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/916-W-Barry-Ave-1-Chicago-IL-60657/2077662134_zpid/,, 1
672,Condo,1910,No Data,No Data,1 space,$509/mo,$250,"$299,900","2952 N Clark St APT 2, Chicago, IL 60657","1,200", No, 2, 1, 1,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% (↓) in the next year.This home is valued 5% lower (↓) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2952-N-Clark-St-APT-2-Chicago-IL-60657/3720469_zpid/,,
673,Multiple Occupancy,1972,"Forced air, Gas",No Data,2 spaces,,$51,"$55,000","1042 W Marquette Rd, Chicago, IL 60621","1,088", No, 5, 2, 2,"Home values in Englewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Englewood will increase 9% (↑) in the next year.This home is valued 12.8% higher (↑) than the median home in Englewood.The median Zestimate® for this neighborhood is $48,744.",https://www.zillow.com/homedetails/1042-W-Marquette-Rd-Chicago-IL-60621/3997590_zpid/,,
674,Single Family,1934,Gas,Central,2 spaces,,$154,"$419,000","1701 N Newcastle Ave, Chicago, IL 60707","2,718", No, 4, 3, 3,"Home values in Galewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Galewood will rise 0.7% (↑) in the next year.This home is valued 55.1% higher (↑) than the median home in Galewood.The median Zestimate® for this neighborhood is $270,111.",https://www.zillow.com/homedetails/1701-N-Newcastle-Ave-Chicago-IL-60707/3681886_zpid/,"3,675 sqft",
675,Condo,1899,Radiant,Other,1 space,$498/month,$299,"$299,000","745 W Wellington Ave APT 3, Chicago, IL 60657","1,000", No, 2, 1, 1,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% (↓) in the next year.This home is valued 5.2% lower (↓) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/745-W-Wellington-Ave-APT-3-Chicago-IL-60657/3720449_zpid/,,
676,Condo,No Data,"Forced air, Gas",Central,1 space,,$701,"$1,338,900","Floor plan: Residence C, Three Sixty West, Chicago, IL 60654",, Yes, 3, 3, 3,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will fall 0.3% (↓) in the next year.This home is valued 215% higher (↑) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/community/three-sixty-west/2084277089_zpid/,,
677,Condo,2001,Forced air,Central,1 space,$354/month,$347,"$625,000","3204 N Paulina St #4N, Chicago, IL 60657","1,800", No, 3, 2, 2,"Home values in Roscoe Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Roscoe Village will increase 0.6% (↑) in the next year.This home is valued 18.7% lower (↓) than the median home in Roscoe Village.The median Zestimate® for this neighborhood is $768,333.",https://www.zillow.com/homedetails/3204-N-Paulina-St-4N-Chicago-IL-60657/62009709_zpid/,,
678,Single Family,1890,Forced air,Central,2 spaces,,$275,"$549,900","1942 S Desplaines St, Chicago, IL 60616","2,000", No, 3, 2, 1,"Home values in 60616 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Pilsen will increase 1.9% (↑) in the next year.This home is valued 51.4% higher (↑) than the median home in East Pilsen.The median Zestimate® for this neighborhood is $363,239.",https://www.zillow.com/homedetails/1942-S-Desplaines-St-Chicago-IL-60616/3876148_zpid/,"2,940 sqft", 1
679,Condo,1969,No Data,Central,2 spaces,$797/month,$131,"$249,000","6833 N Kedzie Ave APT 601, Chicago, IL 60645","1,900", No, 3, 2, 2,"Home values in West Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Rogers Park will increase 1.7% (↑) in the next year.This home is valued 18.1% lower (↓) than the median home in West Rogers Park.The median Zestimate® for this neighborhood is $303,895.",https://www.zillow.com/homedetails/6833-N-Kedzie-Ave-APT-601-Chicago-IL-60645/3560828_zpid/,,
680,Multi Family,1910,Forced air,Central,4 spaces,,No Data,"$1,250,000","3636 N Racine Ave, Chicago, IL 60613",, No, 10, 6, 6,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 131.2% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/3636-N-Racine-Ave-Chicago-IL-60613/2101850286_zpid/,,
681,Condo,2009,Forced air,Central,1 space,$370/mo,$352,"$375,000","235 W Van Buren St UNIT 3907, Chicago, IL 60607","1,066", No, 2, 2, 2,"Home values in The Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in The Loop will fall 3.3% (↓) in the next year.This home is valued 1.6% higher (↑) than the median home in The Loop.The median Zestimate® for this neighborhood is $369,141.",https://www.zillow.com/homedetails/235-W-Van-Buren-St-UNIT-3907-Chicago-IL-60607/2094320469_zpid/,,
682,Condo,1910,Forced air,Central,None,$242/month,No Data,"$295,000","3302 W Dickens Ave APT 2, Chicago, IL 60647",, No, 2, 2, 2,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 26.9% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3302-W-Dickens-Ave-APT-2-Chicago-IL-60647/80810348_zpid/,,
683,Condo,1900,Gas,Central,1 space,$300/mo,$328,"$450,000","1841 W North Ave APT 2, Chicago, IL 60622","1,370", No, 3, 2, 2,"Home values in Wicker Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wicker Park will rise 1.1% (↑) in the next year.This home is valued 23.2% lower (↓) than the median home in Wicker Park.The median Zestimate® for this neighborhood is $585,609.",https://www.zillow.com/homedetails/1841-W-North-Ave-APT-2-Chicago-IL-60622/2083542652_zpid/,,
684,Multiple Occupancy,1910,"Forced air, Gas",Central,3 spaces,,,"$999,000","845 W Leland Ave, Chicago, IL 60640",, No, 7, 6, 6,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will increase 2% (↑) in the next year.This home is valued 229.2% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/845-W-Leland-Ave-Chicago-IL-60640/2077663600_zpid/,,
685,Condo,1968,Forced air,No Data,None,$228/month,No Data,"$179,900","2600 N Hampden Ct #6C, Chicago, IL 60614",, No, 1, 1, 1,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will decrease 0.8% (↓) in the next year.This home is valued 67.5% lower (↓) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2600-N-Hampden-Ct-6C-Chicago-IL-60614/2079464769_zpid/,,
686,Multiple Occupancy,1888,Electric,No Data,2 spaces,,,"$110,000","2709 W Harrison St, Chicago, IL 60612",, No, 5, 2, 2,"Home values in 60612 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lawndale will rise 1.1% (↑) in the next year.This home is valued 62.6% lower (↓) than the median home in Lawndale.The median Zestimate® for this neighborhood is $293,802.",https://www.zillow.com/homedetails/2709-W-Harrison-St-Chicago-IL-60612/2117162988_zpid/,,
687,Condo,1968,Forced air,No Data,None,$233/month,No Data,"$179,900","2600 N Hampden Ct #7C, Chicago, IL 60614",, No, 1, 1, 1,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will decrease 0.8% (↓) in the next year.This home is valued 67.5% lower (↓) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2600-N-Hampden-Ct-7C-Chicago-IL-60614/2077663854_zpid/,,
688,Single Family,1928,Gas,Central,2 spaces,,$136,"$299,500","1537 E 84th St, Chicago, IL 60619","2,200", No, 5, 2, 2,"Home values in Marynook have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Marynook will decrease 1.9% (↓) in the next year.This home is valued 96.5% higher (↑) than the median home in Marynook.The median Zestimate® for this neighborhood is $152,387.",https://www.zillow.com/homedetails/1537-E-84th-St-Chicago-IL-60619/4021872_zpid/,"3,750 sqft",
