,Type,Year built,Heating,Cooling,Parking,Lot,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,HOA
488,Single Family,1917,Other,None,1 space,"4,356 sqft",$326,"$449,000","460 E Bryan Ave, Salt Lake City, UT 84115","1,378", No, 3, 1, 1,"Home values in Liberty Wells have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Liberty Wells will increase 5.9% (↑) in the next year.This home is valued 17.5% higher (↑) than the median home in Liberty Wells.The median Zestimate® for this neighborhood is $382,242.",https://www.zillow.com/homedetails/460-E-Bryan-Ave-Salt-Lake-City-UT-84115/12772156_zpid/,,
489,Single Family,1999,Other,Central,No Data,1.15 Acres,$167,"$1,450,000","2769 E Water Vista Way, Sandy, UT 84093","8,704", No, 7,,,"Home values in 84093 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84093 will increase 3.5% (↑) in the next year.This home is valued 187.6% higher (↑) than the median home in 84093.The median Zestimate® for this neighborhood is $504,212.",https://www.zillow.com/homedetails/2769-E-Water-Vista-Way-Sandy-UT-84093/35981074_zpid/,,
490,Condo,1965,"Other, Electric",Central,2 spaces,,$318,"$719,000","515 S 1000 E APT 1104, Salt Lake City, UT 84102","2,259", No, 3, 3, 2,"Home values in East Central have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in East Central will increase 4.1% (↑) in the next year.This home is valued 51.4% higher (↑) than the median home in East Central.The median Zestimate® for this neighborhood is $475,000.",https://www.zillow.com/homedetails/515-S-1000-E-APT-1104-Salt-Lake-City-UT-84102/12755161_zpid/, 1,$606/mo
491,Mobile / Manufactured,1995,No Data,No Data,1 space,,$30,"$27,900","3033 S Constitution Dr, West Valley City, UT 84119",924, No, 2, 2, 2,"Home values in 84119 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84119 will rise 5.9% (↑) in the next year.This home is valued 90.5% lower (↓) than the median home in 84119.The median Zestimate® for this neighborhood is $293,648.",https://www.zillow.com/homedetails/3033-S-Constitution-Dr-West-Valley-City-UT-84119/2077722729_zpid/,,
492,Single Family,1906,Forced air,None,2 spaces,"8,276 sqft",$210,"$889,900","1839 S Lake St, Salt Lake City, UT 84105","4,246", No, 4, 3, 2,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will rise 4.5% (↑) in the next year.This home is valued 90.1% higher (↑) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/1839-S-Lake-St-Salt-Lake-City-UT-84105/12770336_zpid/, 1,
493,,,,,,,,"$549,990","14724 S Silver Blossom Way, Draper, UT 84020",, Yes, 4, 4, 3,,https://www.zillow.com/community/edelweiss/2085658904_zpid/, 1,
494,,,,,,,,"$670,995","Lot #0151, Canyon Point at Traverse Mountain - The Summit Collection, Lehi, UT 84043",, Yes, 4, 3, 3,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 71% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/canyon-point-at-traverse-mountain-summit-collection/2082448620_zpid/,,
495,Single Family,2020,"Forced air, Gas",Central,3 spaces,No Data,$243,"$1,162,500","Buildable plan: Pablo, Giverny, Cottonwood Heights, UT 84093",, Yes, 5, 5, 4,"Home values in 84093 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84093 will increase 3.5% (↑) in the next year.This home is valued 130.6% higher (↑) than the median home in 84093.The median Zestimate® for this neighborhood is $504,212.",https://www.zillow.com/community/giverny/2085504386_zpid/, 1,
496,Townhouse,2020,"Forced air, Electric",Central,2 spaces,No Data,$191,"$415,000","Buildable plan: Home Run with Roof Deck, Sky Terrace Collection, South Jordan, UT 84009",, Yes, 3, 3, 2,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 3.2% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/sky-terrace-collection/2091462227_zpid/, 1,
497,,,,,,,,"$397,990","4726 S Hillhouse Cv UNIT 103, Murray, UT 84107",, Yes, 3, 3, 2,"Home values in 84107 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84107 will rise 6% (↑) in the next year.This home is valued 13.7% higher (↑) than the median home in 84107.The median Zestimate® for this neighborhood is $349,940.",https://www.zillow.com/community/granton-square/2083522935_zpid/, 1,
498,Single Family,2002,Other,Central,No Data,"5,227 sqft",$167,"$425,000","1737 E Lone Oak Dr, Draper, UT 84020","2,539", No, 3, 3, 2,,https://www.zillow.com/homedetails/1737-E-Lone-Oak-Dr-Draper-UT-84020/55444019_zpid/, 1,
499,Single Family,1986,"Forced air, Gas",None,2 spaces,"6,098 sqft",$239,"$325,000","6848 S 4900 W, West Jordan, UT 84081","1,359", No, 4, 2, 2,"Home values in 84081 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84081 will increase 5.1% (↑) in the next year.This home is valued 15.8% lower (↓) than the median home in 84081.The median Zestimate® for this neighborhood is $385,804.",https://www.zillow.com/homedetails/6848-S-4900-W-West-Jordan-UT-84081/12807668_zpid/,,
500,Single Family,2005,No Data,No Data,No Data,0.48 Acres,$158,"$899,900","13302 S Bechers Brook Way E, Draper, UT 84020","5,708", No, 6, 4, 3,,https://www.zillow.com/homedetails/13302-S-Bechers-Brook-Way-E-Draper-UT-84020/2079935690_zpid/, 1,
501,Single Family,2000,Other,Central,No Data,"5,227 sqft",$141,"$475,000","1537 W Easy St, South Jordan, UT 84095","3,360", No, 3, 3, 2,"Home values in 84095 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84095 will increase 3.7% (↑) in the next year.This home is valued 8.7% lower (↓) than the median home in 84095.The median Zestimate® for this neighborhood is $520,177.",https://www.zillow.com/homedetails/1537-W-Easy-St-South-Jordan-UT-84095/35981351_zpid/, 1,
502,,,,,,,,"$501,995","Lot #0167, Toll Brothers at Rosecrest - Noria Collection, Herriman, UT 84096",, Yes, 3, 3, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 14.6% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/toll-brothers-at-rosecrest-noria-collection/2079456160_zpid/, 1,
503,Condo,1996,No Data,No Data,2 spaces,,$212,"$239,900","286 E New Century Ln #86-C, Salt Lake City, UT 84115","1,130", No, 2, 2, 2,"Home values in 84115 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84115 will increase 6.3% (↑) in the next year.This home is valued 26% lower (↓) than the median home in 84115.The median Zestimate® for this neighborhood is $324,148.",https://www.zillow.com/homedetails/286-E-New-Century-Ln-86-C-Salt-Lake-City-UT-84115/2077725117_zpid/,,$217/mo
504,Single Family,2007,Other,Other,No Data,0.46 Acres,$177,"$1,400,000","217 E Scenic Peak Cv, Draper, UT 84020","7,900", No, 13, 13, 13,,https://www.zillow.com/homedetails/217-E-Scenic-Peak-Cv-Draper-UT-84020/63344295_zpid/,,
505,Single Family,1971,Other,Central,1 space,"7,405 sqft",$147,"$184,900","6896 S Flamingo Way, West Jordan, UT 84084","1,260", No, 3, 1, 1,"Home values in 84084 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84084 will increase 5.5% (↑) in the next year.This home is valued 46% lower (↓) than the median home in 84084.The median Zestimate® for this neighborhood is $342,321.",https://www.zillow.com/homedetails/6896-S-Flamingo-Way-West-Jordan-UT-84084/12837899_zpid/,,
506,,,,,,,,"$664,900","2012 E Stonecroft Way, Sandy, UT 84092",, Yes, 3, 3, 2,"Home values in 84092 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84092 will increase 4.4% (↑) in the next year.This home is valued 20.4% higher (↑) than the median home in 84092.The median Zestimate® for this neighborhood is $552,092.",https://www.zillow.com/community/stonecroft/2078404608_zpid/, 1,
507,Townhouse,1995,"Forced air, Gas",No Data,No Data,"2,178 sqft",$185,"$239,900","3424 W Centerbrook Dr, West Valley, UT 84119","1,295", No, 3, 2, 1,"Home values in 84119 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84119 will increase 5.9% (↑) in the next year.This home is valued 18.3% lower (↓) than the median home in 84119.The median Zestimate® for this neighborhood is $293,648.",https://www.zillow.com/homedetails/3424-W-Centerbrook-Dr-West-Valley-UT-84119/12744821_zpid/, 1,
508,Townhouse,2018,Forced air,No Data,No Data,871 sqft,$248,"$395,900","4634 W Serendipity Way, South Jordan, UT 84009","1,596", No, 3, 2, 2,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 7.7% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/homedetails/4634-W-Serendipity-Way-South-Jordan-UT-84009/2077726316_zpid/,,
509,Single Family,1946,Gas,No Data,No Data,"6,098 sqft",$271,"$439,900","738 E 2910 S, Salt Lake City, UT 84106","1,626", No, 3, 1, 1,"Home values in 84106 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84106 will rise 4.4% (↑) in the next year.This home is valued 5.1% higher (↑) than the median home in 84106.The median Zestimate® for this neighborhood is $418,741.",https://www.zillow.com/homedetails/738-E-2910-S-Salt-Lake-City-UT-84106/2090479753_zpid/,,
510,Single Family,2001,No Data,No Data,No Data,"4,791 sqft",$141,"$550,000","9892 S Cascade Park Dr, Sandy, UT 84070","3,890", No, 4,,,"Home values in 84070 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84070 will increase 5.3% (↑) in the next year.This home is valued 54.8% higher (↑) than the median home in 84070.The median Zestimate® for this neighborhood is $355,188.",https://www.zillow.com/homedetails/9892-S-Cascade-Park-Dr-Sandy-UT-84070/2077727016_zpid/,,
511,Single Family,2020,No Data,No Data,2 spaces,No Data,$231,"$444,950","Buildable plan: Avalon, Jackson, Herriman, UT 84096",, Yes, 2, 2, 2,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 1.6% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/jackson/2078676963_zpid/,,
512,Single Family,2020,No Data,No Data,6 spaces,1 Acres,$207,"$1,150,000","3635 W Kenna Lane South Ln #107, Riverton, UT 84065","5,544", Yes, 1, 2, 2,,https://www.zillow.com/homedetails/3635-W-Kenna-Lane-South-Ln-107-Riverton-UT-84065/2077727755_zpid/,,
513,Single Family,1965,No Data,No Data,1 space,"8,276 sqft",$178,"$379,900","6689 S 230 E, Midvale, UT 84047","2,132", No, 5, 2, 1,"Home values in 84047 have risen 4.5 % (↑) over the past 12 months.Zillow predicts the home values in 84047 will increase 4.8% (↑) in the next year.This home is valued 14% higher (↑) than the median home in 84047.The median Zestimate® for this neighborhood is $333,183.",https://www.zillow.com/homedetails/6689-S-230-E-Midvale-UT-84047/2077727762_zpid/, 1,
514,Single Family,1945,"Forced air, Gas",Central,No Data,"6,098 sqft",$320,"$530,000","2166 E Crystal Ave, Salt Lake City, UT 84109","1,656", No, 4,,,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will increase 4.5% (↑) in the next year.This home is valued 13.2% higher (↑) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/2166-E-Crystal-Ave-Salt-Lake-City-UT-84109/12779371_zpid/,,
515,Single Family,1958,Other,Central,2 spaces,0.74 Acres,$472,"$1,200,000","4979 S Cottonwood Ln, Holladay, UT 84117","2,540", No, 5, 4, 3,"Home values in 84117 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84117 will increase 3.4% (↑) in the next year.This home is valued 152.8% higher (↑) than the median home in 84117.The median Zestimate® for this neighborhood is $474,747.",https://www.zillow.com/homedetails/4979-S-Cottonwood-Ln-Holladay-UT-84117/12861138_zpid/, 1,
516,Townhouse,2001,Forced air,Central,2 spaces,435 sqft,$200,"$359,000","2233 S 500 E APT 121, Salt Lake City, UT 84106","1,799", No, 3, 2, 2,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will increase 4.5% (↑) in the next year.This home is valued 23.3% lower (↓) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/2233-S-500-E-APT-121-Salt-Lake-City-UT-84106/61167676_zpid/,,
517,Single Family,1980,Forced air,Central,No Data,0.26 Acres,$162,"$345,000","1836 N 1200 W, Lehi, UT 84043","2,134", No, 5, 2, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 12.1% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/1836-N-1200-W-Lehi-UT-84043/11924382_zpid/,,
518,Single Family,2017,No Data,No Data,3 spaces,"10,018 sqft",$141,"$620,000","3378 W Cramden Dr, Lehi, UT 84043","4,384", No, 3, 3, 2,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 58% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/3378-W-Cramden-Dr-Lehi-UT-84043/306582273_zpid/, 1,
519,Single Family,1919,"Forced air, Gas",Central,2 spaces,"5,662 sqft",$268,"$259,900","642 W 4th Ave, Midvale, UT 84047",970, No, 3, 1, 1,"Home values in 84047 have risen 4.5 % (↑) over the past 12 months.Zillow predicts the home values in 84047 will increase 4.8% (↑) in the next year.This home is valued 22% lower (↓) than the median home in 84047.The median Zestimate® for this neighborhood is $333,183.",https://www.zillow.com/homedetails/642-W-4th-Ave-Midvale-UT-84047/12839037_zpid/,,
520,Single Family,1998,"Forced air, Gas",Central,2 spaces,"7,840 sqft",$216,"$395,000","1339 W Stern Dr, Taylorsville, UT 84123","1,830", No, 4, 3, 3,"Home values in 84123 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84123 will rise 6% (↑) in the next year.This home is valued 10.5% higher (↑) than the median home in 84123.The median Zestimate® for this neighborhood is $357,346.",https://www.zillow.com/homedetails/1339-W-Stern-Dr-Taylorsville-UT-84123/12828047_zpid/,,
521,Townhouse,2018,"Forced air, Gas",No Data,2 spaces,"1,306 sqft",$166,"$375,000","6626 S Wallsburg Dr, Salt Lake City, UT 84123","2,256", No, 3, 3, 2,"Home values in 84123 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84123 will increase 6% (↑) in the next year.This home is valued 4.9% higher (↑) than the median home in 84123.The median Zestimate® for this neighborhood is $357,346.",https://www.zillow.com/homedetails/6626-S-Wallsburg-Dr-Salt-Lake-City-UT-84123/2077735913_zpid/, 1,
