,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv2,Parking_Binned,Bathrooms_adj,address_clean,lat-lng
2117,Multi Family,1928.0,Gas,None,2 spaces,Yes,712000.0,"9114 Lacrosse Ave, Skokie, IL 60077",, No,7.0,4.0,4.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 141.6% higher (↑) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9114-Lacrosse-Ave-Skokie-IL-60077/2077981604_zpid/,0,60077,294688,Yes,0.0,"9114 Lacrosse Ave, Skokie, IL 60077","[42.0629679, -87.7478756]"
2118,Condo,1963.0,"Forced air, Electric",Central,1 space,No,135000.0,"4726 Russett Ln APT 207, Skokie, IL 60076",, No,1.0,1.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 56.8% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4726-Russett-Ln-APT-207-Skokie-IL-60076/2077983596_zpid/,0,60076,312303,Yes,0.0,4726 Russett Ln Skokie IL 60076,
2119,Multiple Occupancy,1930.0,"Forced air, Gas",Central,2 spaces,Yes,549000.0,"7904 Karlov Ave, Skokie, IL 60076",, No,4.0,4.0,4.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 75.8% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7904-Karlov-Ave-Skokie-IL-60076/2077991025_zpid/,0,60076,312303,Yes,0.0,"7904 Karlov Ave, Skokie, IL 60076","[42.02464343259679, -87.7307592407499]"
2120,Single Family,1953.0,"Forced air, Electric, Gas",Central,3 spaces,Yes,359900.0,"3700 Greenleaf St, Skokie, IL 60076",1998.0, No,3.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will fall 2.1% (↓) in the next year.This home is valued 15.2% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3700-Greenleaf-St-Skokie-IL-60076/113950868_zpid/,0,60076,312303,Yes,0.0,"3700 Greenleaf St, Skokie, IL 60076","[42.037278, -87.720806]"
2121,Townhouse,2019.0,Gas,Central,10 spaces,No,575000.0,"8122 Lincoln Ave, Skokie, IL 60077",3000.0, Yes,3.0,4.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 95.1% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8122-Lincoln-Ave-Skokie-IL-60077/2078002628_zpid/,2,60077,294688,Yes,2.0,"8122 Lincoln Ave, Skokie, IL 60077","[42.02880997224102, -87.75514579743412]"
2122,Condo,1972.0,"Baseboard, Gas",Other,2 spaces,No,125000.0,"8232 Niles Center Rd APT 305, Skokie, IL 60077",, No,1.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.1% (↓) in the next year.This home is valued 57.6% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8232-Niles-Center-Rd-APT-305-Skokie-IL-60077/70455046_zpid/,0,60077,294688,Yes,0.0,8232 Niles Center Rd Skokie IL 60077,"[42.030386407888244, -87.7531927632211]"
2123,Townhouse,1957.0,Forced air,Central,2 spaces,Yes,220999.0,"5020 Suffield Ct APT D, Skokie, IL 60077",1056.0, No,2.0,2.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 25% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5020-Suffield-Ct-APT-D-Skokie-IL-60077/3526570_zpid/,1,60077,294688,Yes,1.0,5020 Suffield Ct Skokie IL 60077,"[42.04360155643254, -87.75259310260763]"
2124,Condo,1976.0,Electric,Central,1 space,No,225000.0,"9529 Bronx Ave APT 112, Skokie, IL 60077",1275.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 23.6% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9529-Bronx-Ave-APT-112-Skokie-IL-60077/3524980_zpid/,0,60077,294688,Yes,0.0,9529 Bronx Ave Skokie IL 60077,"[42.0403215, -87.7506688]"
2125,Condo,2006.0,Forced air,Central,1 space,No,319900.0,"9655 Woods Dr UNIT 802, Skokie, IL 60077",1488.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 8.6% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-802-Skokie-IL-60077/89972972_zpid/,0,60077,294688,Yes,0.0,9655 Woods Dr Skokie IL 60077,"[42.06108780161723, -87.76091861088713]"
2126,Condo,2007.0,Electric,Central,1 space,No,369000.0,"9655 Woods Dr UNIT 1403, Skokie, IL 60077",1900.0, No,3.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 25.2% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-1403-Skokie-IL-60077/89902560_zpid/,0,60077,294688,Yes,0.0,9655 Woods Dr Skokie IL 60077,"[42.06108780161723, -87.76091861088713]"
2127,Condo,1953.0,"Forced air, Gas",Central,1 space,No,164900.0,"8835 Lavergne Ave #1S, Skokie, IL 60077",750.0, No,2.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 44% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8835-Lavergne-Ave-1S-Skokie-IL-60077/87697126_zpid/,0,60077,294688,Yes,0.0,8835 Lavergne Ave Skokie IL 60077,"[42.04205129667159, -87.75168923653764]"
2128,Condo,2005.0,Forced air,Central,1 space,No,249000.0,"8000 Kilpatrick Ave UNIT 4F, Skokie, IL 60076",1270.0, No,2.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 20.3% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8000-Kilpatrick-Ave-UNIT-4F-Skokie-IL-60076/80856160_zpid/,0,60076,312303,Yes,0.0,8000 Kilpatrick Ave Skokie IL 60076,"[42.02638, -87.745192]"
2129,Condo,1979.0,Forced air,Central,4 spaces,No,229900.0,"9560 Gross Point Rd APT 305B, Skokie, IL 60076",1610.0, No,2.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 26.4% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9560-Gross-Point-Rd-APT-305B-Skokie-IL-60076/2082368649_zpid/,0,60076,312303,Yes,0.0,9560 Gross Point Rd Skokie IL 60076,"[42.054149315030344, -87.7414005225727]"
2130,Single Family,1944.0,Gas,Central,2 spaces,Yes,289990.0,"7839 E Prairie Rd, Skokie, IL 60076",1450.0, No,2.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 7.1% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7839-E-Prairie-Rd-Skokie-IL-60076/3544758_zpid/,1,60076,312303,Yes,1.0,"7839 E Prairie Rd, Skokie, IL 60076","[42.02377597337751, -87.7262715670708]"
2131,Single Family,2002.0,Forced air,Central,4 spaces,Yes,839000.0,"8119 Laramie Ave, Skokie, IL 60077",4400.0, No,5.0,5.0,4.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 184.7% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8119-Laramie-Ave-Skokie-IL-60077/3535874_zpid/,1,60077,294688,Yes,1.0,"8119 Laramie Ave, Skokie, IL 60077","[42.028749251841575, -87.75719458331216]"
2132,Single Family,1957.0,Forced air,Central,4 spaces,Yes,360000.0,"7821 Crawford Ave, Skokie, IL 60076",1596.0, No,4.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 15.3% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7821-Crawford-Ave-Skokie-IL-60076/3544771_zpid/,0,60076,312303,Yes,0.0,"7821 Crawford Ave, Skokie, IL 60076","[42.0232268384839, -87.7281571540379]"
2133,Single Family,1958.0,Gas,Central,2 spaces,Yes,335000.0,"7935 E Prairie Rd, Skokie, IL 60076",1435.0, No,3.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 7.3% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7935-E-Prairie-Rd-Skokie-IL-60076/3544637_zpid/,1,60076,312303,Yes,1.0,"7935 E Prairie Rd, Skokie, IL 60076","[42.025467, -87.725849]"
2134,Single Family,1952.0,"Forced air, Gas",Central,1 space,Yes,250000.0,"9309 Long Ave, Skokie, IL 60077",956.0, No,3.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 15.2% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9309-Long-Ave-Skokie-IL-60077/3524598_zpid/,0,60077,294688,Yes,0.0,"9309 Long Ave, Skokie, IL 60077","[42.05018335048398, -87.76136277593712]"
2135,Multi Family,1959.0,Forced air,Central,4 spaces,Yes,479900.0,"4845 Kirk St, Skokie, IL 60077",1400.0, No,6.0,4.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 62.9% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4845-Kirk-St-Skokie-IL-60077/2123238299_zpid/,2,60077,294688,Yes,2.0,"4845 Kirk St, Skokie, IL 60077","[42.02437656837959, -87.7493407585414]"
2136,Single Family,1952.0,"Forced air, Gas",Central,1 space,Yes,309000.0,"8053 Karlov Ave, Skokie, IL 60076",1200.0, No,2.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 1.1% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8053-Karlov-Ave-Skokie-IL-60076/3537911_zpid/,1,60076,312303,Yes,1.0,"8053 Karlov Ave, Skokie, IL 60076","[42.02742505767226, -87.73045564070426]"
2137,Condo,2006.0,Forced air,Central,1 space,No,309777.0,"4953 Oakton St UNIT 609, Skokie, IL 60077",1703.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.1% (↓) in the next year.This home is valued 5.1% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4953-Oakton-St-UNIT-609-Skokie-IL-60077/87704540_zpid/,0,60077,294688,Yes,0.0,4953 Oakton St Skokie IL 60077,"[42.0261458, -87.752254]"
2138,Townhouse,1956.0,Gas,Central,1 space,Yes,220000.0,"4912 Crain St #B, Skokie, IL 60077",1070.0, No,2.0,2.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 25.3% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4912-Crain-St-B-Skokie-IL-60077/3534298_zpid/,1,60077,294688,Yes,1.0,4912 Crain St Skokie IL 60077,"[42.03905152974414, -87.75020947558922]"
2139,Condo,1979.0,"Forced air, Electric",Central,1 space,No,139900.0,"4949 Golf Rd APT 204, Skokie, IL 60077",1000.0, No,1.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 52.5% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4949-Golf-Rd-APT-204-Skokie-IL-60077/3524942_zpid/,0,60077,294688,Yes,0.0,4949 Golf Rd Skokie IL 60077,"[42.0548416, -87.75065424592776]"
2140,Single Family,1953.0,Gas,Central,2 spaces,Yes,374900.0,"8242 Kostner Ave, Skokie, IL 60076",2000.0, No,5.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 20% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8242-Kostner-Ave-Skokie-IL-60076/3536888_zpid/,0,60076,312303,Yes,0.0,"8242 Kostner Ave, Skokie, IL 60076","[42.031192855042406, -87.7378162149898]"
2141,Single Family,1955.0,Gas,Central,2 spaces,Yes,405000.0,"7424 Kilbourn Ave, Skokie, IL 60076",1542.0, No,3.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 29.7% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7424-Kilbourn-Ave-Skokie-IL-60076/3546903_zpid/,1,60076,312303,Yes,1.0,"7424 Kilbourn Ave, Skokie, IL 60076","[42.015897500349666, -87.74065874216281]"
2142,Multi Family,1928.0,Gas,None,3 spaces,Yes,499000.0,"8249 N Knox Ave, Skokie, IL 60076",, No,6.0,3.0,3.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 59.8% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8249-N-Knox-Ave-Skokie-IL-60076/2078281135_zpid/,0,60076,312303,Yes,0.0,"8249 N Knox Ave, Skokie, IL 60076",
2143,Single Family,1959.0,Forced air,Central,1 space,Yes,399900.0,"7652 Kedvale Ave, Skokie, IL 60076",1212.0, No,4.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 28% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7652-Kedvale-Ave-Skokie-IL-60076/3546556_zpid/,0,60076,312303,Yes,0.0,"7652 Kedvale Ave, Skokie, IL 60076","[42.02005032015556, -87.7320953896163]"
2144,Condo,2007.0,Forced air,Central,1 space,No,349000.0,"9655 Woods Dr UNIT 1306, Skokie, IL 60077",1261.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 18.4% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-1306-Skokie-IL-60077/89902873_zpid/,0,60077,294688,Yes,0.0,9655 Woods Dr Skokie IL 60077,"[42.06108780161723, -87.76091861088713]"
2145,Condo,1958.0,Baseboard,Other,1 space,No,155000.0,"4654 Keeney St APT 1S, Skokie, IL 60076",900.0, No,2.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.1% (↓) in the next year.This home is valued 50.4% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4654-Keeney-St-APT-1S-Skokie-IL-60076/65556031_zpid/,1,60076,312303,Yes,1.0,4654 Keeney St Skokie IL 60076,"[42.027985741822704, -87.74414518227002]"
2146,Multi Family,1956.0,Gas,Central,4 spaces,Yes,525000.0,"5032 Crain St, Skokie, IL 60077",, No,8.0,2.0,0.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 78.2% higher (↑) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5032-Crain-St-Skokie-IL-60077/2078402056_zpid/,0,60077,294688,Yes,2.0,"5032 Crain St, Skokie, IL 60077",
