,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv,Parking_Binned,cool_temp,Bathrooms_adj
2277,Condo,2020.0,Gas,Central,1 space,No,675000.0,"8039 Elmwood St #401, Skokie, IL 60077",2413.0, Yes,3.0,3.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 129.1% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8039-Elmwood-St-401-Skokie-IL-60077/2077664384_zpid/,1,60077,224500.0,Yes,Central,1.0
2278,Single Family,1958.0,Gas,Central,2 spaces,Yes,750000.0,"8700 Keeler Ave, Skokie, IL 60076",2811.0, No,3.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 140.2% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8700-Keeler-Ave-Skokie-IL-60076/3536053_zpid/,0,60076,382000.0,Yes,Central,0.0
2279,Single Family,1956.0,Forced air,Central,4 spaces,Yes,424800.0,"9236 Keystone Ave, Skokie, IL 60076",1430.0, No,4.0,3.0,3.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 36% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9236-Keystone-Ave-Skokie-IL-60076/3522932_zpid/,0,60076,382000.0,Yes,Central,0.0
2280,Single Family,1959.0,"Forced air, Gas",Central,2 spaces,Yes,374000.0,"9451 Kedvale Ave, Skokie, IL 60076",1313.0, No,3.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 19.8% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9451-Kedvale-Ave-Skokie-IL-60076/3522473_zpid/,0,60076,382000.0,Yes,Central,0.0
2281,Single Family,1948.0,"Forced air, Gas",Central,2 spaces,Yes,495000.0,"3827 Harvard Ter, Skokie, IL 60076",1600.0, No,3.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 58.5% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3827-Harvard-Ter-Skokie-IL-60076/3544865_zpid/,1,60076,382000.0,Yes,Central,1.0
2282,Single Family,1950.0,Forced air,Central,1 space,Yes,409000.0,"8518 Crawford Ave, Skokie, IL 60076",1500.0, No,3.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 31% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8518-Crawford-Ave-Skokie-IL-60076/245548605_zpid/,1,60076,382000.0,Yes,Central,1.0
2283,Condo,1968.0,"Other, Electric",Central,1 space,No,236000.0,"8210 Elmwood Ave APT 210, Skokie, IL 60077",1300.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 19.9% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8210-Elmwood-Ave-APT-210-Skokie-IL-60077/3535735_zpid/,0,60077,224500.0,Yes,Central,0.0
2284,Single Family,1958.0,Forced air,Central,2 spaces,Yes,515000.0,"4723 Greenwood St, Skokie, IL 60076",1828.0, No,4.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 64.9% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4723-Greenwood-St-Skokie-IL-60076/3523491_zpid/,1,60076,382000.0,Yes,Central,1.0
2285,Condo,1957.0,Forced air,Central,1 space,Yes,689000.0,"4000 Church St #301, Skokie, IL 60076",2088.0, Yes,3.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 120.6% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4000-Church-St-301-Skokie-IL-60076/2077703795_zpid/,1,60076,200750.0,Yes,Central,1.0
2286,Condo,1957.0,Forced air,Central,2 spaces,Yes,799000.0,"4000 Church St #205, Skokie, IL 60076",2037.0, Yes,3.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 155.8% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4000-Church-St-205-Skokie-IL-60076/2077703816_zpid/,1,60076,200750.0,Yes,Central,1.0
2287,Condo,1957.0,"Forced air, Gas",Central,1 space,Yes,545000.0,"4000 Church St #302, Skokie, IL 60076",1411.0, Yes,2.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 74.5% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4000-Church-St-302-Skokie-IL-60076/2077703821_zpid/,0,60076,200750.0,Yes,Central,0.0
2288,Single Family,1944.0,Forced air,None,2 spaces,Yes,339900.0,"3842 Hull St, Skokie, IL 60076",1052.0, No,3.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 8.8% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3842-Hull-St-Skokie-IL-60076/3544741_zpid/,0,60076,382000.0,Yes,None,0.0
2289,Single Family,1951.0,Forced air,Central,2 spaces,Yes,459900.0,"8658 Hamlin Ave, Skokie, IL 60076",2370.0, No,3.0,3.0,3.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will fall 2.1% (↓) in the next year.This home is valued 47.3% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8658-Hamlin-Ave-Skokie-IL-60076/65556039_zpid/,0,60076,382000.0,Yes,Central,0.0
2290,Condo,1978.0,Forced air,Central,2 spaces,No,249900.0,"9801 Gross Point Rd APT 206, Skokie, IL 60076",1300.0, No,2.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 20% lower (↓) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9801-Gross-Point-Rd-APT-206-Skokie-IL-60076/3514622_zpid/,0,60076,200750.0,Yes,Central,0.0
2291,Single Family,1956.0,Gas,Central,2 spaces,Yes,369000.0,"3330 Wilder St, Skokie, IL 60076",5043.0, No,5.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will decrease 2.1% (↓) in the next year.This home is valued 18.2% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3330-Wilder-St-Skokie-IL-60076/3538840_zpid/,1,60076,382000.0,Yes,Central,1.0
2292,Condo,2006.0,Forced air,Central,1 space,No,279000.0,"9655 Woods Dr UNIT 1609, Skokie, IL 60077",1142.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 5.3% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-1609-Skokie-IL-60077/89895629_zpid/,0,60077,224500.0,Yes,Central,0.0
2293,Single Family,1957.0,Gas,Central,2 spaces,Yes,579000.0,"5306 Suffield Ct, Skokie, IL 60077",2481.0, No,5.0,4.0,3.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 96.5% higher (↑) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5306-Suffield-Ct-Skokie-IL-60077/3526144_zpid/,1,60077,387000.0,Yes,Central,1.0
2294,Condo,2020.0,Gas,Central,1 space,No,585000.0,"8039 Elmwood St #201, Skokie, IL 60077",2413.0, Yes,3.0,3.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.1% (↓) in the next year.This home is valued 98.5% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8039-Elmwood-St-201-Skokie-IL-60077/2077735779_zpid/,1,60077,224500.0,Yes,Central,1.0
2295,Single Family,1923.0,"Forced air, Gas",None,2 spaces,Yes,199999.0,"1329 S 59th Ct, Cicero, IL 60804",1323.0, No,4.0,1.0,1.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will increase 1.2% (↑) in the next year.This home is valued 6.4% higher (↑) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/1329-S-59th-Ct-Cicero-IL-60804/3821386_zpid/,0,60804,219039.5,Yes,None,0.0
2296,Single Family,2008.0,Forced air,Central,2 spaces,Yes,259000.0,"4815 W 23rd Pl, Cicero, IL 60804",1707.0, No,4.0,2.0,2.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will increase 1.2% (↑) in the next year.This home is valued 37.8% higher (↑) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/4815-W-23rd-Pl-Cicero-IL-60804/89934706_zpid/,0,60804,219039.5,Yes,Central,0.0
2297,Single Family,1913.0,Gas,None,2 spaces,Yes,76000.0,"5518 W 25th Pl, Cicero, IL 60804",913.0, No,2.0,2.0,2.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will increase 1.2% (↑) in the next year.This home is valued 59.6% lower (↓) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/5518-W-25th-Pl-Cicero-IL-60804/3828354_zpid/,0,60804,219039.5,Yes,None,0.0
2298,Single Family,1908.0,Gas,None,2 spaces,Yes,175900.0,"1814 S Central Ave, Cicero, IL 60804",836.0, No,3.0,1.0,1.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will rise 1.2% (↑) in the next year.This home is valued 6.4% lower (↓) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/1814-S-Central-Ave-Cicero-IL-60804/3823055_zpid/,0,60804,219039.5,Yes,None,0.0
2299,Condo,1922.0,Forced air,Central,1 space,No,82500.0,"5127 W 30th St #2E-B, Cicero, IL 60804",600.0, No,2.0,1.0,1.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will rise 1.2% (↑) in the next year.This home is valued 56.1% lower (↓) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/5127-W-30th-St-2E-B-Cicero-IL-60804/2078338522_zpid/,0,60804,85900.0,Yes,Central,0.0
2300,Condo,1928.0,Gas,None,1 space,No,84900.0,"5132 W 21st St UNIT 1S, Cicero, IL 60804",800.0, No,2.0,1.0,1.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will rise 1.2% (↑) in the next year.This home is valued 54.8% lower (↓) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/5132-W-21st-St-UNIT-1S-Cicero-IL-60804/62011699_zpid/,0,60804,85900.0,Yes,None,0.0
2301,Multi Family,1908.0,,None,2 spaces,Yes,285000.0,"1314 48th Ct, Cicero, IL 60804",, No,5.0,2.0,2.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will increase 1.2% (↑) in the next year.This home is valued 51.7% higher (↑) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/1314-48th-Ct-Cicero-IL-60804/2078348614_zpid/,0,60804,236000.0,Yes,None,0.0
2302,Single Family,1892.0,Gas,None,3 spaces,Yes,249000.0,"5211 W 23rd Pl, Cicero, IL 60804",2022.0, No,5.0,3.0,2.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will rise 1.2% (↑) in the next year.This home is valued 32.5% higher (↑) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/5211-W-23rd-Pl-Cicero-IL-60804/3828277_zpid/,1,60804,219039.5,Yes,None,1.0
2303,Single Family,1951.0,"Forced air, Gas",Central,3 spaces,Yes,149900.0,"3524 S 61st Ave, Cicero, IL 60804",1839.0, No,5.0,2.0,2.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will rise 1.2% (↑) in the next year.This home is valued 20.2% lower (↓) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/3524-S-61st-Ave-Cicero-IL-60804/3838169_zpid/,0,60804,219039.5,Yes,Central,0.0
2304,Single Family,1924.0,Gas,None,2 spaces,Yes,246000.0,"1343 S 58th Ct, Cicero, IL 60804",1356.0, No,3.0,3.0,3.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will increase 1.2% (↑) in the next year.This home is valued 30.9% higher (↑) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/1343-S-58th-Ct-Cicero-IL-60804/3821418_zpid/,0,60804,219039.5,Yes,None,0.0
2305,Condo,1970.0,Forced air,Central,1 space,No,82500.0,"5127 W 30th St #2E-A, Cicero, IL 60804",600.0, No,2.0,1.0,1.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will increase 1.2% (↑) in the next year.This home is valued 56.1% lower (↓) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/5127-W-30th-St-2E-A-Cicero-IL-60804/2078507168_zpid/,0,60804,85900.0,Yes,Central,0.0
2306,Single Family,1926.0,Forced air,Central,2 spaces,Yes,268528.0,"3132 S 55th Ct, Cicero, IL 60804",1600.0, No,4.0,2.0,2.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will increase 1.2% (↑) in the next year.This home is valued 42.9% higher (↑) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/3132-S-55th-Ct-Cicero-IL-60804/3839978_zpid/,0,60804,219039.5,Yes,Central,0.0
2307,Single Family,1898.0,,None,2 spaces,Yes,199999.0,"2717 S 59th Ave, Cicero, IL 60804",2200.0, No,3.0,2.0,2.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will rise 1.2% (↑) in the next year.This home is valued 6.4% higher (↑) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/2717-S-59th-Ave-Cicero-IL-60804/3831424_zpid/,0,60804,219039.5,Yes,None,0.0
2308,Multi Family,1915.0,Gas,None,2 spaces,Yes,149999.0,"2830 S 51st Ave, Cicero, IL 60804",, No,4.0,2.0,2.0,"Home values in 60804 have risen 1.2 % (↑) over the past 12 months.Zillow predicts the home values in 60804 will increase 1.2% (↑) in the next year.This home is valued 20.2% lower (↓) than the median home in 60804.The median Zestimate® for this neighborhood is $187,899.",https://www.zillow.com/homedetails/2830-S-51st-Ave-Cicero-IL-60804/2078532049_zpid/,0,60804,236000.0,Yes,None,0.0
