,Type,Year built,Heating,Cooling,Parking,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms,Status
923,Townhouse,1999,Forced air,Central,2 spaces," $1,089,000","15 N Racine Ave UNIT 501, Chicago, IL 60607", No,3,3.0,3.0,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% (↑) in the next year.This home is valued 158.8% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/15-N-Racine-Ave-UNIT-501-Chicago-IL-60607/58365879_zpid/,1.73 acres,"2,667",$635/month,,Sold
924,Condo,2008,Gas,Central,On street," $1,950","8 E Randolph St UNIT 2506, Chicago, IL 60601", No,1,1.0,,"Home values in The Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in The Loop will fall 3.3% (↓) in the next year.This home is valued 99.5% lower (↓) than the median home in The Loop.The median Zestimate® for this neighborhood is $369,141.",https://www.zillow.com/homedetails/8-E-Randolph-St-UNIT-2506-Chicago-IL-60601/101436041_zpid/,,,$946/month,,Sold
925,Condo,2002,Gas,Central,1 space," $1,010,000","1152 W Fulton St #2A, Chicago, IL 60607", No,2,2.0,2.0,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% (↑) in the next year.This home is valued 99% higher (↑) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/1152-W-Fulton-St-2A-Chicago-IL-60607/2102921838_zpid/,,"2,000",$539/month,,Sold
926,Single Family,1939,Forced air,Central,4 spaces," $740,000","10615 S Seeley Ave, Chicago, IL 60643", No,4,6.0,3.0,"Home values in Beverly have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Beverly will increase 0.8% (↑) in the next year.This home is valued 113.6% higher (↑) than the median home in Beverly.The median Zestimate® for this neighborhood is $346,385.",https://www.zillow.com/homedetails/10615-S-Seeley-Ave-Chicago-IL-60643/4146417_zpid/,0.34 acres,"3,685",None,3.0,Sold
927,Single Family,2005,Other,Central,No Data," $1,600","400 N La Salle Dr APT 4203, Chicago, IL 60654", No,0,1.0,,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will fall 0.3% (↓) in the next year.This home is valued 99.6% lower (↓) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/400-N-La-Salle-Dr-APT-4203-Chicago-IL-60654/80837933_zpid/,0.64 acres,534,$697/month,,Sold
928,Single Family,1922,Forced air,Central,2 spaces," $391,000","4729 N Keeler Ave, Chicago, IL 60630", No,4,3.0,3.0,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will fall 1.1% (↓) in the next year.This home is valued 24.2% higher (↑) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4729-N-Keeler-Ave-Chicago-IL-60630/3646343_zpid/,"3,811 sqft","2,356",None,,Sold
929,Multi Family,No Data,Forced air,No Data,2 spaces," $675,000","4334 N Winchester Ave, Chicago, IL 60613", No,4,3.0,2.0,"Home values in North Center have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in North Center will rise 1.3% (↑) in the next year.This home is valued 11.8% lower (↓) than the median home in North Center.The median Zestimate® for this neighborhood is $765,003.",https://www.zillow.com/homedetails/4334-N-Winchester-Ave-Chicago-IL-60613/2080507785_zpid/,,,,1.0,Sold
930,Condo,1918,Forced air,Central,1 space," $340,000","758 N Larrabee St APT 602, Chicago, IL 60654", No,1,2.0,1.0,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will fall 0.3% (↓) in the next year.This home is valued 20% lower (↓) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/758-N-Larrabee-St-APT-602-Chicago-IL-60654/63698920_zpid/,,950,$491/month,1.0,Sold
931,Multi Family,1956,Forced air,Central,2 spaces," $615,600","5839 N Cicero Ave, Chicago, IL 60646", No,8,5.0,3.0,"Home values in Sauganash have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Sauganash will rise 1.5% (↑) in the next year.This home is valued 40.9% higher (↑) than the median home in Sauganash.The median Zestimate® for this neighborhood is $436,778.",https://www.zillow.com/homedetails/5839-N-Cicero-Ave-Chicago-IL-60646/2078606723_zpid/,,,,2.0,Sold
932,Condo,1920,Forced air,Central,None," $262,000","1224 N Washtenaw Ave #3, Chicago, IL 60622", No,2,2.0,,"Home values in Humboldt Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Humboldt Park will rise 4.2% (↑) in the next year.This home is valued 12.7% lower (↓) than the median home in Humboldt Park.The median Zestimate® for this neighborhood is $300,127.",https://www.zillow.com/homedetails/1224-N-Washtenaw-Ave-3-Chicago-IL-60622/87694533_zpid/,,"1,100",$256/month,,Sold
933,Single Family,1932,Forced air,Central,2 spaces," $400,000","3304 N Oak Park Ave, Chicago, IL 60634", No,3,3.0,3.0,"Home values in Schorsch Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Schorsch Village will decrease 3.8% (↓) in the next year.This home is valued 41.4% higher (↑) than the median home in Schorsch Village.The median Zestimate® for this neighborhood is $282,834.",https://www.zillow.com/homedetails/3304-N-Oak-Park-Ave-Chicago-IL-60634/3657225_zpid/,"3,920 sqft","1,900",None,,Sold
934,Single Family,1955,Forced air,Central,2 spaces," $257,500","2915 N Kildare Ave, Chicago, IL 60641", No,3,1.0,1.0,"Home values in Belmont Gardens have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Belmont Gardens will fall 2.3% (↓) in the next year.This home is valued 3% lower (↓) than the median home in Belmont Gardens.The median Zestimate® for this neighborhood is $265,508.",https://www.zillow.com/homedetails/2915-N-Kildare-Ave-Chicago-IL-60641/3671564_zpid/,"3,698 sqft","1,000",None,,Sold
935,Townhouse,1987,Forced air,Central,2 spaces," $405,000","4226 W Harrington Ln, Chicago, IL 60646", No,2,3.0,2.0,"Home values in Sauganash have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Sauganash will rise 1.5% (↑) in the next year.This home is valued 7.3% lower (↓) than the median home in Sauganash.The median Zestimate® for this neighborhood is $436,778.",https://www.zillow.com/homedetails/4226-W-Harrington-Ln-Chicago-IL-60646/2111523847_zpid/,"1,768 sqft","1,985",$375/month,1.0,Sold
936,Single Family,1920,Forced air,Central,2 spaces," $355,000","3243 W Berteau Ave, Chicago, IL 60618", No,3,2.0,1.0,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% (↓) in the next year.This home is valued 11.6% lower (↓) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/3243-W-Berteau-Ave-Chicago-IL-60618/3645767_zpid/,"3,123 sqft","1,763",,1.0,Sold
937,Condo,2019,Forced air,Central,1 space," $460,000","1819 N St Louis Ave #1RS, Chicago, IL 60647", No,3,3.0,3.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 14% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1819-N-St-Louis-Ave-1RS-Chicago-IL-60647/2085662546_zpid/,,"1,850",$158/month,,Sold
938,Condo,1989,Forced air,Central,1 space," $328,000","1100 W Cornelia Ave APT 133, Chicago, IL 60657", No,1,2.0,1.0,"Home values in Wrigleyville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wrigleyville will fall 1.8% (↓) in the next year.This home is valued 31.3% lower (↓) than the median home in Wrigleyville.The median Zestimate® for this neighborhood is $477,638.",https://www.zillow.com/homedetails/1100-W-Cornelia-Ave-APT-133-Chicago-IL-60657/3712269_zpid/,,"1,000",$276/month,1.0,Sold
939,Single Family,1925,Forced air,Central,2 spaces," $874,000","5846 N Kilbourn Ave, Chicago, IL 60646", No,4,4.0,3.0,"Home values in Sauganash have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Sauganash will rise 1.5% (↑) in the next year.This home is valued 100.1% higher (↑) than the median home in Sauganash.The median Zestimate® for this neighborhood is $436,778.",https://www.zillow.com/homedetails/5846-N-Kilbourn-Ave-Chicago-IL-60646/65557553_zpid/,"7,405 sqft","4,500",,1.0,Sold
940,Condo,1943,No Data,No Data,No Data," $575,000","2222 N Racine Ave APT 14, Chicago, IL 60614", No,2,3.0,,"Home values in Sheffield Neighbors have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Sheffield Neighbors will decrease 0.6% (↓) in the next year.This home is valued 44.2% lower (↓) than the median home in Sheffield Neighbors.The median Zestimate® for this neighborhood is $1,029,586.",https://www.zillow.com/homedetails/2222-N-Racine-Ave-APT-14-Chicago-IL-60614/3734825_zpid/,,"1,784",$400/month,,Sold
941,Condo,1964,Electric,Central,1 space," $168,000","6220 N Ridge Ave APT S103, Chicago, IL 60660", No,2,2.0,1.0,"Home values in West Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Rogers Park will increase 1.7% (↑) in the next year.This home is valued 44.7% lower (↓) than the median home in West Rogers Park.The median Zestimate® for this neighborhood is $303,895.",https://www.zillow.com/homedetails/6220-N-Ridge-Ave-APT-S103-Chicago-IL-60660/2096310020_zpid/,,"1,175",$279/month,1.0,Sold
942,Condo,No Data,No Data,No Data,No Data," $609,000","1948 W Fletcher St UNIT 2W, Chicago, IL 60657", No,0,,,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 12.7% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1948-W-Fletcher-St-UNIT-2W-Chicago-IL-60657/159464153_zpid/,,,No Data,,Sold
943,Condo,1974,Forced air,Central,Attached Garage," $150,000","5415 N Sheridan Rd APT 5414, Chicago, IL 60640", No,1,1.0,1.0,"Home values in Edgewater have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edgewater will increase 1.3% (↑) in the next year.This home is valued 38.1% lower (↓) than the median home in Edgewater.The median Zestimate® for this neighborhood is $242,192.",https://www.zillow.com/homedetails/5415-N-Sheridan-Rd-APT-5414-Chicago-IL-60640/3700755_zpid/,,700,$645/month,,Sold
944,Single Family,1957,Gas,Central,2 spaces," $310,000","6047 S Mulligan Ave, Chicago, IL 60638", No,4,2.0,2.0,"Home values in Clearing have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Clearing will increase 3.9% (↑) in the next year.This home is valued 34.5% higher (↑) than the median home in Clearing.The median Zestimate® for this neighborhood is $230,509.",https://www.zillow.com/homedetails/6047-S-Mulligan-Ave-Chicago-IL-60638/3942382_zpid/,"3,789 sqft","1,200",,,Sold
945,Single Family,1961,Forced air,Central,2 spaces," $270,000","4351 S Keating Ave, Chicago, IL 60632", No,5,2.0,2.0,"Home values in 60632 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Sleepy Hollow will increase 8.6% (↑) in the next year.This home is valued 37.5% higher (↑) than the median home in Sleepy Hollow.The median Zestimate® for this neighborhood is $196,360.",https://www.zillow.com/homedetails/4351-S-Keating-Ave-Chicago-IL-60632/3915462_zpid/,"3,149 sqft","1,020",None,,Sold
946,Single Family,1967,Forced air,Central,4 spaces," $281,000","8426 S Kenton Ave, Chicago, IL 60652", No,5,2.0,2.0,"Home values in Scottsdale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Scottsdale will rise 3.9% (↑) in the next year.This home is valued 37.7% higher (↑) than the median home in Scottsdale.The median Zestimate® for this neighborhood is $204,139.",https://www.zillow.com/homedetails/8426-S-Kenton-Ave-Chicago-IL-60652/3973092_zpid/,"4,944 sqft","2,400",,,Sold
947,Condo,1929,Gas,No Data,1 space," $80,000","6901 S Oglesby Ave APT 7C, Chicago, IL 60649", No,4,4.0,4.0,"Home values in South Shore have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Shore will rise 4.3% (↑) in the next year.This home is valued 26.3% lower (↓) than the median home in South Shore.The median Zestimate® for this neighborhood is $108,577.",https://www.zillow.com/homedetails/6901-S-Oglesby-Ave-APT-7C-Chicago-IL-60649/119095615_zpid/,,"3,200","$1,123/month",,Sold
948,Single Family,1925,Gas,Central,2 spaces," $316,000","11130 S Saint Louis Ave, Chicago, IL 60655", No,5,3.0,3.0,"Home values in Mount Greenwood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Mount Greenwood will increase 1.5% (↑) in the next year.This home is valued 30.1% higher (↑) than the median home in Mount Greenwood.The median Zestimate® for this neighborhood is $242,860.",https://www.zillow.com/homedetails/11130-S-Saint-Louis-Ave-Chicago-IL-60655/4096465_zpid/,"3,811 sqft","2,200",,,Sold
949,Multi Family,1869,Forced air,Central,2 spaces," $960,000","545 N Wood St, Chicago, IL 60622", No,5,5.0,5.0,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% (↑) in the next year.This home is valued 89.2% higher (↑) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/545-N-Wood-St-Chicago-IL-60622/2087233022_zpid/,,,,,Sold
950,Single Family,1959,Forced air,Central,2 spaces," $500,000","5537 S Rutherford Ave, Chicago, IL 60638", No,4,4.0,3.0,"Home values in Garfield Ridge have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Garfield Ridge will rise 4.1% (↑) in the next year.This home is valued 107.2% higher (↑) than the median home in Garfield Ridge.The median Zestimate® for this neighborhood is $241,329.",https://www.zillow.com/homedetails/5537-S-Rutherford-Ave-Chicago-IL-60638/3944776_zpid/,"3,781 sqft","3,200",,1.0,Sold
951,Multi Family,1920,Forced air,"Central, Other",2 spaces," $379,000","470 W 28th Pl, Chicago, IL 60616", No,4,2.0,2.0,"Home values in Bridgeport have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bridgeport will decrease 0.2% (↓) in the next year.This home is valued 4.6% higher (↑) than the median home in Bridgeport.The median Zestimate® for this neighborhood is $362,289.",https://www.zillow.com/homedetails/470-W-28th-Pl-Chicago-IL-60616/2104518458_zpid/,,"2,000",None,,Sold
952,Single Family,1922,Forced air,Central,1 space," $100,000","7620 S Clyde Ave, Chicago, IL 60649", No,4,3.0,3.0,"Home values in South Shore have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Shore will increase 4.3% (↑) in the next year.This home is valued 7.9% lower (↓) than the median home in South Shore.The median Zestimate® for this neighborhood is $108,577.",https://www.zillow.com/homedetails/7620-S-Clyde-Ave-Chicago-IL-60649/4003002_zpid/,"3,149 sqft","2,000",None,,Sold
