,Type,Year built,Heating,Cooling,Parking,Price/sqft,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms
678,Single Family,1952,Gas,Central,1 space,,"$92,000","8015 S Artesian Ave, Chicago, IL 60652", No, 4, 2,,"Home values in Wrightwood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wrightwood will rise 4.8% () in the next year.This home is valued 51.7% lower () than the median home in Wrightwood.The median Zestimate for this neighborhood is $190,501.",https://www.zillow.com/homedetails/8015-S-Artesian-Ave-Chicago-IL-60652/3978429_zpid/,"3,750 sqft","1,593",,
679,Condo,1920,"Forced air, Gas",Central,1 space,$294,"$250,000","2024 S Wabash Ave APT 505, Chicago, IL 60616", No, 1, 1, 1,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% () in the next year.This home is valued 33.7% lower () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/2024-S-Wabash-Ave-APT-505-Chicago-IL-60616/60204366_zpid/,,850,$396/mo,
680,Condo,1962,Baseboard,No Data,2 spaces,$160,"$79,900","6137 W Thorndale Ave #2B, Chicago, IL 60646", No, 1, 1, 1,"Home values in Norwood Park East have risen 0.6% () over the past 12 months.Zillow predicts the home values in Norwood Park East will fall 1.2% () in the next year.This home is valued 76.1% lower () than the median home in Norwood Park East.The median Zestimate for this neighborhood is $334,700.",https://www.zillow.com/homedetails/6137-W-Thorndale-Ave-2B-Chicago-IL-60646/65557570_zpid/,,500,$182/month,
681,Condo,1977,"Forced air, Gas",Central,1 space,$211,"$190,000","1629 W Greenleaf Ave APT 307, Chicago, IL 60626", No, 2, 2, 2,"Home values in Rogers Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% () in the next year.This home is valued 16% lower () than the median home in Rogers Park.The median Zestimate for this neighborhood is $226,102.",https://www.zillow.com/homedetails/1629-W-Greenleaf-Ave-APT-307-Chicago-IL-60626/3572445_zpid/,,900,$285/mo,
682,Condo,1910,Radiant,Wall,1 space,$196,"$259,900","429 W Wellington Ave APT 1C, Chicago, IL 60657", No, 2, 2, 2,"Home values in Lake View East have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% () in the next year.This home is valued 17.6% lower () than the median home in Lake View East.The median Zestimate for this neighborhood is $315,541.",https://www.zillow.com/homedetails/429-W-Wellington-Ave-APT-1C-Chicago-IL-60657/3720722_zpid/,,"1,325",$590/mo,
683,Single Family,1946,Gas,Central,2 spaces,$396,"$379,900","5123 N Nashville Ave, Chicago, IL 60656", No, 3, 3, 1,"Home values in Big Oaks have risen 0.6% () over the past 12 months.Zillow predicts the home values in Big Oaks will rise 0.9% () in the next year.This home is valued 25% higher () than the median home in Big Oaks.The median Zestimate for this neighborhood is $304,016.",https://www.zillow.com/homedetails/5123-N-Nashville-Ave-Chicago-IL-60656/3632114_zpid/,"4,774 sqft",960,, 2
684,Single Family,1925,Forced air,Central,2 spaces,$205,"$315,000","3339 N Octavia Ave, Chicago, IL 60634", No, 4, 3, 3,"Home values in Belmont Heights have risen 0.6% () over the past 12 months.Zillow predicts the home values in Belmont Heights will fall 3.5% () in the next year.This home is valued 19.2% higher () than the median home in Belmont Heights.The median Zestimate for this neighborhood is $264,290.",https://www.zillow.com/homedetails/3339-N-Octavia-Ave-Chicago-IL-60634/3599996_zpid/,"3,720 sqft","1,536",,
685,Single Family,1959,"Forced air, Gas",Central,2 spaces,$214,"$419,000","5343 N Moody Ave, Chicago, IL 60630", No, 3, 2, 2,"Home values in Jefferson Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Jefferson Park will fall 2.4% () in the next year.This home is valued 38.2% higher () than the median home in Jefferson Park.The median Zestimate for this neighborhood is $303,165.",https://www.zillow.com/homedetails/5343-N-Moody-Ave-Chicago-IL-60630/3633310_zpid/,"4,380 sqft","1,960",,
686,Condo,1930,No Data,No Data,No Data,$156,"$261,500","1127 W Farwell Ave #101201, Chicago, IL 60626", No, 3, 2,,"Home values in Rogers Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Rogers Park will rise 1.4% () in the next year.This home is valued 15.7% higher () than the median home in Rogers Park.The median Zestimate for this neighborhood is $226,102.",https://www.zillow.com/homedetails/1127-W-Farwell-Ave-101201-Chicago-IL-60626/2077683727_zpid/,,"1,681",No Data,
687,Condo,2003,Gas,Central,No Data,$245,"$245,000","4845 N Wolcott Ave APT 2E, Chicago, IL 60640", No, 2, 1, 1,"Home values in Ravenswood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Ravenswood will rise 2.6% () in the next year.This home is valued 50.9% lower () than the median home in Ravenswood.The median Zestimate for this neighborhood is $498,877.",https://www.zillow.com/homedetails/4845-N-Wolcott-Ave-APT-2E-Chicago-IL-60640/80844592_zpid/,,"1,000",$248/mo,
688,Condo,1920,"Forced air, Gas",Central,1 space,$280,"$490,000","1000 W 15th St UNIT 339, Chicago, IL 60608", No, 3, 2, 2,"Home values in University Village - Little Italy have risen 0.6% () over the past 12 months.Zillow predicts the home values in University Village - Little Italy will decrease 0.9% () in the next year.This home is valued 39.5% higher () than the median home in University Village - Little Italy.The median Zestimate for this neighborhood is $351,164.",https://www.zillow.com/homedetails/1000-W-15th-St-UNIT-339-Chicago-IL-60608/2077683877_zpid/,,"1,747",$574/mo,
689,Condo,1960,Baseboard,Other,1 space,$173,"$129,900","3900 N Lake Shore Dr APT 10G, Chicago, IL 60613", No, 1, 1, 1,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% () in the next year.This home is valued 76% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/3900-N-Lake-Shore-Dr-APT-10G-Chicago-IL-60613/3714101_zpid/,,750,$678/month,
690,Condo,1999,Forced air,Central,1 space,$408,"$490,000","14 N Sangamon St APT 207, Chicago, IL 60607", No, 2, 2, 2,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% () in the next year.This home is valued 16.5% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/14-N-Sangamon-St-APT-207-Chicago-IL-60607/61960783_zpid/,,"1,200",$462/month,
691,Condo,2003,Other,Central,1 space,$334,"$430,000","1515 S Prairie Ave UNIT 1008, Chicago, IL 60605", No, 2, 2, 2,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% () in the next year.This home is valued 14.1% higher () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1515-S-Prairie-Ave-UNIT-1008-Chicago-IL-60605/65572911_zpid/,,"1,288",$861/month,
692,Condo,2012,"Forced air, Gas",Central,No Data,$299,"$299,000","4442 N Damen Ave APT 2W, Chicago, IL 60625", No, 2, 2, 2,"Home values in Ravenswood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Ravenswood will increase 2.6% () in the next year.This home is valued 40.1% lower () than the median home in Ravenswood.The median Zestimate for this neighborhood is $498,877.",https://www.zillow.com/homedetails/4442-N-Damen-Ave-APT-2W-Chicago-IL-60625/89894513_zpid/,,"1,000",$316/mo,
693,Condo,1962,Other,Wall,1 space,$146,"$132,500","4250 N Marine Dr APT 429, Chicago, IL 60613", No, 1, 1, 1,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will increase 2% () in the next year.This home is valued 56.3% lower () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4250-N-Marine-Dr-APT-429-Chicago-IL-60613/3703903_zpid/,,906,$566/month,
694,Condo,2008,Forced air,Central,1 space,$453,"$579,900","757 N Orleans St APT 1907, Chicago, IL 60654", No, 2, 2, 2,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% () in the next year.This home is valued 36.4% higher () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/757-N-Orleans-St-APT-1907-Chicago-IL-60654/121076627_zpid/,,"1,279",$698/month,
695,Condo,1940,"Forced air, Gas",Central,1 space,$269,"$214,900","4909 N Wolcott Ave APT 2A, Chicago, IL 60640", No, 1, 1, 1,"Home values in Ravenswood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Ravenswood will rise 2.6% () in the next year.This home is valued 56.9% lower () than the median home in Ravenswood.The median Zestimate for this neighborhood is $498,877.",https://www.zillow.com/homedetails/4909-N-Wolcott-Ave-APT-2A-Chicago-IL-60640/60262404_zpid/,,800,$318/mo,
696,Condo,1969,Forced air,Central,1 space,$200,"$109,900","720 W Gordon Ter APT 7G, Chicago, IL 60613", No, 0, 1, 1,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will increase 2% () in the next year.This home is valued 63.8% lower () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/720-W-Gordon-Ter-APT-7G-Chicago-IL-60613/3704437_zpid/,,550,$375/month,
697,Single Family,2020,Forced air,Central,Attached Garage,"$1,600,000","$1,600,000","Buildable plan: 3A - Peoria Green, Peoria Green, Chicago, IL 60607", Yes, 4, 4, 3,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% () in the next year.This home is valued 280.3% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/community/peoria-green/2079595592_zpid/,No Data,,, 1
698,Single Family,1960,Forced air,Central,2 spaces,$389,"$389,000","5131 N Lotus Ave, Chicago, IL 60630", No, 4, 2, 2,"Home values in Jefferson Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Jefferson Park will fall 2.4% () in the next year.This home is valued 28.3% higher () than the median home in Jefferson Park.The median Zestimate for this neighborhood is $303,165.",https://www.zillow.com/homedetails/5131-N-Lotus-Ave-Chicago-IL-60630/3637345_zpid/,"3,123 sqft","1,000",None,
699,Condo,1966,Baseboard,No Data,1 space,$153,"$184,000","7565 W Pratt Ave APT 3, Chicago, IL 60631", No, 2, 1, 1,"Home values in Edison Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Edison Park will decrease 2.4% () in the next year.This home is valued 48.4% lower () than the median home in Edison Park.The median Zestimate for this neighborhood is $356,353.",https://www.zillow.com/homedetails/7565-W-Pratt-Ave-APT-3-Chicago-IL-60631/3512271_zpid/,,"1,200",$230/month,
700,Condo,1957,No Data,No Data,1 space,$242,"$145,000","253 E Delaware Pl APT 10B, Chicago, IL 60611", No, 0, 1, 1,"Home values in Streeterville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Streeterville will decrease 1.2% () in the next year.This home is valued 68.7% lower () than the median home in Streeterville.The median Zestimate for this neighborhood is $463,930.",https://www.zillow.com/homedetails/253-E-Delaware-Pl-APT-10B-Chicago-IL-60611/3851086_zpid/,,600,$437/month,
701,Single Family,1900,"Baseboard, Forced air, Gas",Central,2 spaces,$344,"$859,000","1626 N Bell Ave, Chicago, IL 60647", No, 4, 3, 3,"Home values in Bucktown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bucktown will rise 0.5% () in the next year.This home is valued 42.9% higher () than the median home in Bucktown.The median Zestimate for this neighborhood is $601,188.",https://www.zillow.com/homedetails/1626-N-Bell-Ave-Chicago-IL-60647/3733664_zpid/,"3,123 sqft","2,500",,
702,Condo,2007,"Forced air, Gas",Central,No Data,$326,"$359,000","1720 S Michigan Ave APT 2410, Chicago, IL 60616", No, 2, 2, 2,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% () in the next year.This home is valued 4.7% lower () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1720-S-Michigan-Ave-APT-2410-Chicago-IL-60616/89929522_zpid/,,"1,100",$494/mo,
703,Condo,2006,Gas,Central,1 space,$235,"$399,000","1920 N Springfield Ave APT 4S, Chicago, IL 60647", No, 3, 2, 2,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% () in the next year.This home is valued 1.2% lower () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1920-N-Springfield-Ave-APT-4S-Chicago-IL-60647/101218765_zpid/,,"1,700",$382/mo,
704,Condo,2006,Forced air,Central,1 space,$271,"$649,900","1446 N Wood St APT 1S, Chicago, IL 60622", No, 3, 3, 2,"Home values in Wicker Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wicker Park will increase 1.1% () in the next year.This home is valued 11% higher () than the median home in Wicker Park.The median Zestimate for this neighborhood is $585,609.",https://www.zillow.com/homedetails/1446-N-Wood-St-APT-1S-Chicago-IL-60622/87725496_zpid/,,"2,400",$234/month, 1
705,Condo,2005,Forced air,Central,1 space,$344,"$275,000","1250 S Michigan Ave APT 1403, Chicago, IL 60605", No, 1, 1, 1,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will rise 3.2% () in the next year.This home is valued 27% lower () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1250-S-Michigan-Ave-APT-1403-Chicago-IL-60605/80817204_zpid/,,800,$451/month,
706,Condo,2000,Gas,Central,1 space,,"$274,900","1430 S Michigan Ave PENTHOUSE 4, Chicago, IL 60605", No, 1, 1, 1,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% () in the next year.This home is valued 27.1% lower () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1430-S-Michigan-Ave-PENTHOUSE-4-Chicago-IL-60605/2077686321_zpid/,,,$327/mo,
